,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
89091,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,"CAPSICUM RHOMBOIDEUM (HUMB., BONPL. & KUNTH) KUNTZE",SUMAPAZ,11.0,2002.0,3798167
89376,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"CAROLLIA BREVICAUDA (SCHINZ, 1821)",TAMA,4.0,1995.0,2433177
89784,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS PITTIERI R.S.WILLIAMS, 1907",GALERAS,1.0,1995.0,5282000
89977,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
89978,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,6.0,2005.0,2674696
89984,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,TAMA,6.0,1999.0,2674696
89998,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,TAMA,11.0,1997.0,2674696
90001,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90007,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90014,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,3.0,1996.0,2674696
90028,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90035,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90042,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,7.0,2005.0,2674696
90452,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90462,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90469,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2005.0,2674696
90478,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90480,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90488,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90498,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90527,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90531,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90544,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,12.0,2006.0,2674696
90547,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,7.0,2005.0,2674696
90565,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,CAMPYLOPUS BRID.,IGUAQUE,7.0,2005.0,2674696
90635,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS TRIVIALIS C.MA¼LLER EX BRITTON, 1896",GUACHAROS,11.0,2005.0,5281994
90660,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS TRIVIALIS C.MA¼LLER EX BRITTON, 1896",GUACHAROS,11.0,2005.0,5281994
90825,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901",IGUAQUE,6.0,2005.0,5281892
90836,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS ARCTOCARPUS MITTEN, 1869",GUACHAROS,11.0,2005.0,5281839
90848,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901",IGUAQUE,6.0,2005.0,5281892
91042,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS DENSICOMA PARIS, 1900",IGUAQUE,6.0,2005.0,5281933
91070,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS DENSICOMA PARIS, 1900",GUACHAROS,11.0,2005.0,5281933
91076,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS DENSICOMA PARIS, 1900",GUACHAROS,11.0,2005.0,5281933
91100,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS FLEXUOSUS BRIDEL, 1819",IGUAQUE,6.0,2005.0,5281845
91101,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS DENSICOMA PARIS, 1900",IGUAQUE,6.0,2005.0,5281933
91131,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS HUALLAGENSIS BROTHERUS, 1906",GUACHAROS,11.0,2005.0,5281940
91141,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS DENSICOMA PARIS, 1900",GUACHAROS,11.0,2005.0,5281933
91173,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS HUALLAGENSIS BROTHERUS, 1906",GUACHAROS,11.0,2005.0,5281940
91175,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS JAMESONII JAEGER, 1872",IGUAQUE,6.0,2005.0,5281874
91217,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS JAMESONII JAEGER, 1872",IGUAQUE,6.0,2005.0,5281874
91219,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS JAMESONII JAEGER, 1872",IGUAQUE,6.0,2005.0,5281874
91237,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS JAMESONII JAEGER, 1872",TAMA,1.0,1999.0,5281874
91254,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CAMPYLOPUS LUTEUS PARIS, 1894",GUACHAROS,11.0,2005.0,5281927
91409,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,CAMPYLONEURUM LEUCORHIZON (KL.) FA©E,PURACE,2.0,2006.0,4024429
91795,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,CALYMPERACEAE,CALYMPERACEAE,IGUAQUE,12.0,2006.0,4670
91815,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,CALYMPERACEAE,CALYMPERACEAE,GUACHAROS,11.0,2005.0,4670
91827,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CALAMAGROSTIS EFFUSA STEUD.,IGUAQUE,4.0,2004.0,4108700
91847,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CALAMAGROSTIS EFFUSA STEUD.,CHINGAZA,12.0,2003.0,4108700
91853,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CALAMAGROSTIS EFFUSA STEUD.,CHINGAZA,4.0,2003.0,4108700
91855,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CALAMAGROSTIS EFFUSA STEUD.,COCUY,2.0,2008.0,4108700
91869,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CALAMAGROSTIS PLANIFOLIA TRIN. EX STEUD.,CHINGAZA,11.0,2002.0,4122852
92062,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CALEA PERUVIANA BENTH. EX S.F.BLAKE,IGUAQUE,6.0,1998.0,3147557
92116,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CALEA PERUVIANA BENTH. EX S.F.BLAKE,IGUAQUE,4.0,2004.0,3147557
92375,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CALYPOGEIACEAE,CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.,GUACHAROS,11.0,2005.0,7894329
92387,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CALYPOGEIACEAE,CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.,GUACHAROS,11.0,2005.0,7894329
92419,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CALYPOGEIACEAE,CALYPOGEIA RHOMBIFOLIA (SPRUCE) STEPH.,GUACHAROS,11.0,2005.0,7894329
93083,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM ANDICOLA HOOK.,IGUAQUE,6.0,2005.0,4280187
93084,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM ANDICOLA HOOK.,TAMA,1.0,1999.0,4280187
93086,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM ANDICOLA HOOK.,TAMA,1.0,1999.0,4280187
93156,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,"BRYUM ARGENTEUM HEDWIG, 1801",GALERAS,1.0,1995.0,2676667
93171,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM CAPILLARE HEDW.,TAMA,1.0,1999.0,7259189
93280,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM HEDW.,IGUAQUE,11.0,2006.0,2676502
93296,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM HEDW.,IGUAQUE,12.0,2006.0,2676502
93316,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM HEDW.,IGUAQUE,3.0,1996.0,2676502
94016,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,BUCQUETIA GLUTINOSA DC.,IGUAQUE,6.0,2005.0,3861440
94069,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,BUCQUETIA GLUTINOSA DC.,IGUAQUE,3.0,1997.0,3861440
94471,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA POLYGASTRICA BROTHERUS, 1904",CHINGAZA,12.0,2003.0,2676352
94495,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYUM ELLIPSIFOLIUM MA¼LL.HAL.,SUMAPAZ,7.0,2002.0,9083634
94518,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,SUMAPAZ,2.0,2002.0,2673139
94529,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,IGUAQUE,8.0,1995.0,2673139
94748,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,IGUAQUE,3.0,1996.0,2673139
94766,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,SUMAPAZ,4.0,2013.0,2673139
94780,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,IGUAQUE,12.0,2006.0,2673139
94788,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,TAMA,6.0,1999.0,2673139
94809,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872",IGUAQUE,6.0,2005.0,2676382
94815,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA TRIANAE JAEGER, 1875",CHINGAZA,12.0,2003.0,2676358
94845,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,BRYACEAE,IGUAQUE,12.0,2006.0,8736
94847,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872",IGUAQUE,6.0,2005.0,2676382
94891,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"BRYOERYTHROPHYLLUM JAMESONII H.CRUM, 1957",TAMA,1.0,1999.0,2670506
94901,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,MORINIA EHRENBERGIANA (MA¼LL.HAL.) THA©R.,SUMAPAZ,7.0,2002.0,8281764
94940,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"BRYOERYTHROPHYLLUM CAMPYLOCARPUM H.CRUM, 1957",TAMA,1.0,1999.0,2670513
95095,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,BRUNELLIACEAE,BRUNELLIA RUIZ & PAV.,IGUAQUE,12.0,2006.0,2986074
95251,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA SUBDISTICHA JAEGER, 1875",IGUAQUE,6.0,2005.0,2676368
95370,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA SUBDISTICHA JAEGER, 1875",IGUAQUE,6.0,2005.0,2676368
95489,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA INCLINATA JAEGER, 1875",TAMA,1.0,1999.0,2676346
95523,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA INCLINATA JAEGER, 1875",TAMA,1.0,1999.0,2676346
95609,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BREUTELIA AUSTRO-ARCUATA PARIS, 1894",CHINGAZA,12.0,2003.0,2676383
95802,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES,ALSTROEMERIACEAE,BOMAREA SETACEA HERB.,IGUAQUE,3.0,1997.0,2753992
95858,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,BRACHYOTUM STRIGOSUM TRIANA,CHINGAZA,3.0,2005.0,3861975
95927,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE,BONAMIA TRICHANTHA HALLIER F.,SUMAPAZ,11.0,2002.0,7324476
95963,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,BRACHIOLEJEUNEA LAXIFOLIA (TAYLOR) SCHIFFN.,IGUAQUE,6.0,2005.0,5286332
96591,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,"BRACHYTHECIUM CONOSTOMUM JAEGER, 1878",IGUAQUE,6.0,2005.0,2680030
96764,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,BLAKEA P.BROWNE,GUACHAROS,11.0,2005.0,3231475
96949,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,BLECHNUM BUCHTIENII ROSENST.,SUMAPAZ,2.0,2003.0,4079042
97012,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER,IGUAQUE,1.0,2005.0,2651526
97055,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER,IGUAQUE,1.0,2005.0,2651526
97084,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,BLECHNUM LOXENSE (KUNTH) HIERON.,CHINGAZA,9.0,2008.0,7296921
97574,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,BLECHNUM CORDATUM (DESV.) HIERON.,IGUAQUE,6.0,2005.0,4078566
97674,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BIDENS L.,TAMA,7.0,2006.0,3105856
97734,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BIDENS TRIPLINERVIA KUNTH,CHINGAZA,11.0,2002.0,5391928
97969,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,BERBERIDACEAE,BERBERIS L.,IGUAQUE,12.0,2006.0,3033893
98258,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,6.0,2005.0,8387392
98263,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,6.0,2005.0,8387392
98269,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,12.0,2006.0,8387392
98278,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,3.0,1997.0,8387392
98307,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA FERRUGINEA L.F.,IGUAQUE,12.0,2006.0,8387392
98447,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA L.,IGUAQUE,12.0,2006.0,2874710
98448,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA L.,IGUAQUE,12.0,2006.0,2874710
98480,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,BEGONIA URTICAE L.F.,IGUAQUE,3.0,1997.0,7303371
98485,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BARTRAMIA POTOSICA MONTAGNE, 1838",SUMAPAZ,7.0,2002.0,5282457
98548,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
98778,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA DIVERSICUSPIS SPRUCE,GUACHAROS,11.0,2005.0,8050447
98792,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA DENTICULATA (LINDENB. & GOTTSCHE) TREVIS.,GUACHAROS,11.0,2005.0,7958976
98839,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
98840,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
98852,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
98972,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
99006,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA HOOKERI (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7572637
99046,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA PALLIDEVIRENS (STEPH.) FULFORD,IGUAQUE,6.0,2005.0,8358682
99071,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA PHYLLOBOLA SPRUCE,GUACHAROS,11.0,2005.0,8126344
99080,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA PALLIDEVIRENS (STEPH.) FULFORD,GUACHAROS,11.0,2005.0,8358682
99094,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA LONGISTIPULA (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7837951
99100,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA LONGISTIPULA (LINDENB.) TREVIS.,GUACHAROS,11.0,2005.0,7837951
99212,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA STOLONIFERA (SW.) TREVIS.,GUACHAROS,11.0,2005.0,7615991
99217,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA STOLONIFERA (SW.) TREVIS.,GUACHAROS,11.0,2005.0,7615991
99234,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA STOLONIFERA (SW.) TREVIS.,GUACHAROS,11.0,2005.0,7615991
99236,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LEPIDOZIACEAE,BAZZANIA TALEANA (GOTTSCHE) FULFORD,GUACHAROS,11.0,2005.0,7543457
99479,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BARTRAMIA BREVIFOLIA BRIDEL, 1827",GALERAS,1.0,1995.0,5282494
99511,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BARTRAMIACEAE,"BARTRAMIA ANGUSTIFOLIA MITTEN, 1869",GALERAS,1.0,1995.0,5282500
99531,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"BARBULA INDICA SPRENGEL, 1824",GUACHAROS,11.0,2005.0,5280393
99626,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BACCHARIS TRICUNEATA PERS.,IGUAQUE,12.0,2006.0,3129202
99678,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BACCHARIS TRICUNEATA PERS.,IGUAQUE,11.0,1996.0,3129202
99713,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BACCHARIS TRICUNEATA PERS.,CHINGAZA,1.0,2003.0,3129202
99945,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,AZORELLA CUATRECASASII MATHIAS & CONSTANCE,CHINGAZA,8.0,2004.0,3631836
100012,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,AZORELLA CUATRECASASII MATHIAS & CONSTANCE,IGUAQUE,6.0,2005.0,3631836
100147,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BACCHARIS PRUNIFOLIA KUNTH,IGUAQUE,6.0,2005.0,3129163
100148,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,BACCHARIS MACRANTHA SUBSP. CAUCAENSIS CUATREC.,PURACE,9.0,2007.0,4250060
100804,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,"ATELOPUS LAETISSIMUS RUIZ-CARRANZA, ARDILA-ROBAYO & HERNANDEZ-CAMACHO, 1994",SIERRA NEVADA DE SANTA MARTA,5.0,1996.0,5216664
100809,PLANTAE,BRYOPHYTA,BRYOPSIDA,POLYTRICHALES,POLYTRICHACEAE,"ATRICHUM POLYCARPUM MITTEN, 1869",GUACHAROS,11.0,2005.0,2682944
100820,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,"ATELOPUS DUMA©RIL & BIBRON, 1841",SIERRA NEVADA DE SANTA MARTA,5.0,1996.0,2422265
100954,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,"ATELOPUS NAHUMAE RUIZ-CARRANZA, ARDILA-ROBAYO & HERNANDEZ-CAMACHO, 1994",SIERRA NEVADA DE SANTA MARTA,5.0,1996.0,5216674
101022,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM FLABELLULATUM KUNZE,IGUAQUE,6.0,2005.0,2650607
101084,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM HARPEODES KUNZE,IGUAQUE,6.0,2005.0,7310648
101097,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM MONANTHES L.,CHINGAZA,12.0,2003.0,2650637
101305,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,ASPLENIUM AURITUM SW.,TAMA,7.0,1995.0,2650593
